2013/07/02 19:02:19:849  INFO:   Loaded Symbol File C:\ISV System\Config\FirmwareSymbols\build33136.sym for firmware Build #33136
2013/07/02 19:02:19:911  INFO:   CommunicationSystemLog properties: .\CommunicationSystem.logger.properties
2013/07/02 19:02:19:911  INFO:   CommunicationSystemLog log       : .\logs\prbCalTxScriptLog 2013.07.02 19.02.19_CommunicationSystem.Log
2013/07/02 19:02:27:584  INFO:   Setting the event sink for ScriptEngineProcedure
2013/07/02 19:02:27:584  INFO:   Program parameters checks are enabled
2013/07/02 19:02:27:599  INFO:   ********************************************************************************
2013/07/02 19:02:27:599  INFO:   Starting ScriptEngineProcedure, Assembly  version 
2013/07/02 19:02:27:599  INFO:   Config: ICD (NCommunicationSystem ver: nCommunicationSystem, Version=1.8.2.1, Culture=neutral, PublicKeyToken=56b5378c99c0bcfd; FTDI Driver ver: 2.08.28.0; PRB FPGA ver: 18)
2013/07/02 19:02:27:599  INFO:   Setting the radio board transmit power to level 0x7.
2013/07/02 19:02:27:599  INFO:   Radio board power level set to 7.
2013/07/02 19:02:27:599  INFO:   ECG Timeout Interval set to 10 seconds.
2013/07/02 19:02:27:615  STATE:  Changing state to ScriptExecStateMachine.WaitForNextCmdState, ID[1]
2013/07/02 19:02:27:615  INFO:   FwDvtSystem Started the event processing thread
2013/07/02 19:02:27:693  ACTION: Read PRB FPGA: Address=0x3000 Data=0x12
2013/07/02 19:02:27:709  RESULT: FPGA 0x3000 Expected: 18 Actual: 18
2013/07/02 19:02:27:849  ACTION: Calibrate CC1020
2013/07/02 19:02:27:943  INFO:   CC1020 calibration passed
2013/07/02 19:02:27:959  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 19:02:27:959  ACTION: Read C1020: Address 0x05 Data=0xF0
2013/07/02 19:02:27:959  ACTION: Read C1020: Address 0x06 Data=0x21
2013/07/02 19:02:27:974  ACTION: Read C1020: Address 0x07 Data=0x38
2013/07/02 19:02:27:974  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 19:02:27:974  ACTION: Read C1020: Address 0x09 Data=0xFA
2013/07/02 19:02:27:974  ACTION: Read C1020: Address 0x0A Data=0xCB
2013/07/02 19:02:27:974  ACTION: Read C1020: Address 0x0B Data=0x38
2013/07/02 19:02:27:990  ACTION: Read C1020: Address 0x1D Data=0x00
2013/07/02 19:02:27:990  ACTION: Read C1020: Address 0x45 Data=0x6C
2013/07/02 19:02:27:990  ACTION: Read C1020: Address 0x46 Data=0x66
2013/07/02 19:02:27:990  ACTION: Read C1020: Address 0x47 Data=0x44
2013/07/02 19:02:32:553  ACTION: Write PRB FPGA: Address=0x3024 Data=0x35
2013/07/02 19:02:32:553  ACTION: Write PRB FPGA: Address=0x3026 Data=0xD8
2013/07/02 19:02:32:553  ACTION: Write PRB FPGA: Address=0x3028 Data=0x15
2013/07/02 19:02:32:553  ACTION: Write PRB FPGA: Address=0x302C Data=0x35
2013/07/02 19:02:32:553  ACTION: Write PRB FPGA: Address=0x302E Data=0xE2
2013/07/02 19:02:32:553  ACTION: Write PRB FPGA: Address=0x3030 Data=0xBF
2013/07/02 19:02:32:553  ACTION: Write PRB FPGA: Address=0x305E Data=0x35
2013/07/02 19:02:32:568  ACTION: Write PRB FPGA: Address=0x3060 Data=0xD8
2013/07/02 19:02:32:568  ACTION: Write PRB FPGA: Address=0x3062 Data=0x15
2013/07/02 19:02:32:568  ACTION: Write PRB FPGA: Address=0x3066 Data=0x35
2013/07/02 19:02:32:568  ACTION: Write PRB FPGA: Address=0x3068 Data=0xE2
2013/07/02 19:02:32:568  ACTION: Write PRB FPGA: Address=0x306A Data=0xBF
2013/07/02 19:02:32:568  ACTION: Calibrate CC1020
2013/07/02 19:02:32:662  INFO:   CC1020 calibration passed
2013/07/02 19:02:32:974  ACTION: Read PRB FPGA: Address=0x2012 Data=0x00
2013/07/02 19:02:32:974  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 19:02:32:974  ACTION: Read C1020: Address 0x05 Data=0xD8
2013/07/02 19:02:32:974  ACTION: Read C1020: Address 0x06 Data=0x15
2013/07/02 19:02:32:974  ACTION: Read C1020: Address 0x07 Data=0x38
2013/07/02 19:02:32:974  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 19:02:32:990  ACTION: Read C1020: Address 0x09 Data=0xE2
2013/07/02 19:02:32:990  ACTION: Read C1020: Address 0x0A Data=0xBF
2013/07/02 19:02:32:990  ACTION: Read C1020: Address 0x0B Data=0x38
2013/07/02 19:02:32:990  ACTION: Read C1020: Address 0x1D Data=0x00
2013/07/02 19:02:32:990  ACTION: Read C1020: Address 0x45 Data=0x6C
2013/07/02 19:02:32:990  ACTION: Read C1020: Address 0x46 Data=0x66
2013/07/02 19:02:32:990  ACTION: Read C1020: Address 0x47 Data=0x44
2013/07/02 19:02:32:990  ACTION: Write PRB FPGA: Address=0x3024 Data=0x35
2013/07/02 19:02:32:990  ACTION: Write PRB FPGA: Address=0x3026 Data=0xF0
2013/07/02 19:02:33:006  ACTION: Write PRB FPGA: Address=0x3028 Data=0x21
2013/07/02 19:02:33:006  ACTION: Write PRB FPGA: Address=0x302C Data=0x35
2013/07/02 19:02:33:006  ACTION: Write PRB FPGA: Address=0x302E Data=0xFA
2013/07/02 19:02:33:006  ACTION: Write PRB FPGA: Address=0x3030 Data=0xCB
2013/07/02 19:02:33:006  ACTION: Calibrate CC1020
2013/07/02 19:02:33:099  INFO:   CC1020 calibration passed
2013/07/02 19:02:33:396  ACTION: Read PRB FPGA: Address=0x2012 Data=0x00
2013/07/02 19:02:33:396  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 19:02:33:396  ACTION: Read C1020: Address 0x05 Data=0xF0
2013/07/02 19:02:33:396  ACTION: Read C1020: Address 0x06 Data=0x21
2013/07/02 19:02:33:412  ACTION: Read C1020: Address 0x07 Data=0x38
2013/07/02 19:02:33:412  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 19:02:33:412  ACTION: Read C1020: Address 0x09 Data=0xFA
2013/07/02 19:02:33:412  ACTION: Read C1020: Address 0x0A Data=0xCB
2013/07/02 19:02:33:412  ACTION: Read C1020: Address 0x0B Data=0x38
2013/07/02 19:02:33:412  ACTION: Read C1020: Address 0x1D Data=0x00
2013/07/02 19:02:33:412  ACTION: Read C1020: Address 0x45 Data=0x6C
2013/07/02 19:02:33:412  ACTION: Read C1020: Address 0x46 Data=0x66
2013/07/02 19:02:33:412  ACTION: Read C1020: Address 0x47 Data=0x44
2013/07/02 19:02:33:412  ACTION: Write PRB FPGA: Address=0x1008 Data=0x10
2013/07/02 19:02:33:818  ACTION: Read PRB FPGA: Address=0x1020 Data=0x00
2013/07/02 19:02:33:818  ACTION: Read PRB FPGA: Address=0x1026 Data=0x00
2013/07/02 19:02:33:834  ACTION: Read PRB FPGA: Address=0x1022 Data=0x1C
2013/07/02 19:02:33:834  ACTION: Read PRB FPGA: Address=0x1024 Data=0x1F
2013/07/02 19:02:33:834  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 19:02:33:834  ACTION: Read C1020: Address 0x05 Data=0xD8
2013/07/02 19:02:33:834  ACTION: Read C1020: Address 0x06 Data=0x15
2013/07/02 19:02:33:849  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 19:02:33:849  ACTION: Read C1020: Address 0x09 Data=0xE2
2013/07/02 19:02:33:849  ACTION: Read C1020: Address 0x0A Data=0xBF
2013/07/02 19:02:33:865  ACTION: Write C1020: Address=0x00 Data=0x01
2013/07/02 19:02:33:943  ACTION: Read C1020: Address 0x10 Data=0x22
2013/07/02 19:02:34:037  ACTION: Read C1020: Address 0x42 Data=0x17
2013/07/02 19:02:34:037  ACTION: Read C1020: Address 0x42 Data=0x17
2013/07/02 19:02:34:037  ACTION: Read C1020: Address 0x42 Data=0x1B
2013/07/02 19:02:34:037  ACTION: Read C1020: Address 0x42 Data=0x17
2013/07/02 19:02:34:037  ACTION: Read C1020: Address 0x42 Data=0x1A
2013/07/02 19:02:34:037  ACTION: Read C1020: Address 0x42 Data=0x17
2013/07/02 19:02:34:053  ACTION: Read C1020: Address 0x42 Data=0x1A
2013/07/02 19:02:34:053  ACTION: Read C1020: Address 0x42 Data=0x1C
2013/07/02 19:02:34:053  ACTION: Read C1020: Address 0x42 Data=0x17
2013/07/02 19:02:34:053  ACTION: Read C1020: Address 0x42 Data=0x17
2013/07/02 19:02:34:084  ACTION: Write C1020: Address=0x00 Data=0x1F
2013/07/02 19:02:34:178  ACTION: Read C1020: Address 0x0D Data=0x50
2013/07/02 19:02:34:256  ACTION: Read C1020: Address 0x0E Data=0x59
2013/07/02 19:02:34:334  ACTION: Write C1020: Address=0x00 Data=0xC1
2013/07/02 19:02:37:740  ACTION: Write C1020: Address=0x0E Data=0xD9
2013/07/02 19:02:37:818  ACTION: Read C1020: Address 0x0D Data=0x50
2013/07/02 19:02:37:912  ACTION: Read C1020: Address 0x0E Data=0xD9
2013/07/02 19:02:41:287  ACTION: Write C1020: Address=0x0E Data=0x59
2013/07/02 19:02:41:365  ACTION: Read C1020: Address 0x0D Data=0x50
2013/07/02 19:02:41:443  ACTION: Read C1020: Address 0x0E Data=0x59
2013/07/02 19:02:41:944  ACTION: Write C1020: Address=0x00 Data=0x1F
2013/07/02 19:02:43:037  ACTION: Write PRB FPGA: Address=0x3024 Data=0x35
2013/07/02 19:02:43:037  ACTION: Write PRB FPGA: Address=0x3026 Data=0xF0
2013/07/02 19:02:43:037  ACTION: Write PRB FPGA: Address=0x3028 Data=0x21
2013/07/02 19:02:43:037  ACTION: Write PRB FPGA: Address=0x302C Data=0x35
2013/07/02 19:02:43:037  ACTION: Write PRB FPGA: Address=0x302E Data=0xFA
2013/07/02 19:02:43:037  ACTION: Write PRB FPGA: Address=0x3030 Data=0xCB
2013/07/02 19:02:43:037  ACTION: Write PRB FPGA: Address=0x305E Data=0x35
