2013/07/02 19:09:42:142  INFO:   Loaded Symbol File C:\ISV System\Config\FirmwareSymbols\build33136.sym for firmware Build #33136
2013/07/02 19:09:42:220  INFO:   CommunicationSystemLog properties: .\CommunicationSystem.logger.properties
2013/07/02 19:09:42:220  INFO:   CommunicationSystemLog log       : .\logs\prbCalTxScriptLog 2013.07.02 19.09.42_CommunicationSystem.Log
2013/07/02 19:09:49:892  INFO:   Setting the event sink for ScriptEngineProcedure
2013/07/02 19:09:49:892  INFO:   Program parameters checks are enabled
2013/07/02 19:09:49:908  INFO:   ********************************************************************************
2013/07/02 19:09:49:908  INFO:   Starting ScriptEngineProcedure, Assembly  version 
2013/07/02 19:09:49:924  INFO:   Config: ICD (NCommunicationSystem ver: nCommunicationSystem, Version=1.8.2.1, Culture=neutral, PublicKeyToken=56b5378c99c0bcfd; FTDI Driver ver: 2.08.28.0; PRB FPGA ver: 18)
2013/07/02 19:09:49:924  INFO:   Setting the radio board transmit power to level 0x7.
2013/07/02 19:09:49:924  INFO:   Radio board power level set to 7.
2013/07/02 19:09:49:924  INFO:   ECG Timeout Interval set to 10 seconds.
2013/07/02 19:09:49:924  STATE:  Changing state to ScriptExecStateMachine.WaitForNextCmdState, ID[1]
2013/07/02 19:09:49:924  INFO:   FwDvtSystem Started the event processing thread
2013/07/02 19:09:49:986  ACTION: Read PRB FPGA: Address=0x3000 Data=0x12
2013/07/02 19:09:50:033  RESULT: FPGA 0x3000 Expected: 18 Actual: 18
2013/07/02 19:09:50:299  ACTION: Calibrate CC1020
2013/07/02 19:09:50:377  INFO:   CC1020 calibration passed
2013/07/02 19:09:50:408  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 19:09:50:408  ACTION: Read C1020: Address 0x05 Data=0xF0
2013/07/02 19:09:50:424  ACTION: Read C1020: Address 0x06 Data=0x21
2013/07/02 19:09:50:424  ACTION: Read C1020: Address 0x07 Data=0x38
2013/07/02 19:09:50:424  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 19:09:50:424  ACTION: Read C1020: Address 0x09 Data=0xFA
2013/07/02 19:09:50:439  ACTION: Read C1020: Address 0x0A Data=0xCB
2013/07/02 19:09:50:439  ACTION: Read C1020: Address 0x0B Data=0x38
2013/07/02 19:09:50:439  ACTION: Read C1020: Address 0x1D Data=0x00
2013/07/02 19:09:50:455  ACTION: Read C1020: Address 0x45 Data=0x6C
2013/07/02 19:09:50:455  ACTION: Read C1020: Address 0x46 Data=0x66
2013/07/02 19:09:50:455  ACTION: Read C1020: Address 0x47 Data=0x44
2013/07/02 19:09:54:986  ACTION: Write PRB FPGA: Address=0x3024 Data=0x35
2013/07/02 19:09:54:986  ACTION: Write PRB FPGA: Address=0x3026 Data=0xD8
2013/07/02 19:09:54:986  ACTION: Write PRB FPGA: Address=0x3028 Data=0x15
2013/07/02 19:09:54:986  ACTION: Write PRB FPGA: Address=0x302C Data=0x35
2013/07/02 19:09:54:986  ACTION: Write PRB FPGA: Address=0x302E Data=0xE2
2013/07/02 19:09:54:986  ACTION: Write PRB FPGA: Address=0x3030 Data=0xBF
2013/07/02 19:09:55:002  ACTION: Write PRB FPGA: Address=0x305E Data=0x35
2013/07/02 19:09:55:002  ACTION: Write PRB FPGA: Address=0x3060 Data=0xD8
2013/07/02 19:09:55:002  ACTION: Write PRB FPGA: Address=0x3062 Data=0x15
2013/07/02 19:09:55:002  ACTION: Write PRB FPGA: Address=0x3066 Data=0x35
2013/07/02 19:09:55:002  ACTION: Write PRB FPGA: Address=0x3068 Data=0xE2
2013/07/02 19:09:55:002  ACTION: Write PRB FPGA: Address=0x306A Data=0xBF
2013/07/02 19:09:55:002  ACTION: Calibrate CC1020
2013/07/02 19:09:55:111  INFO:   CC1020 calibration passed
2013/07/02 19:09:55:408  ACTION: Read PRB FPGA: Address=0x2012 Data=0x00
2013/07/02 19:09:55:408  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 19:09:55:408  ACTION: Read C1020: Address 0x05 Data=0xD8
2013/07/02 19:09:55:408  ACTION: Read C1020: Address 0x06 Data=0x15
2013/07/02 19:09:55:408  ACTION: Read C1020: Address 0x07 Data=0x38
2013/07/02 19:09:55:408  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 19:09:55:408  ACTION: Read C1020: Address 0x09 Data=0xE2
2013/07/02 19:09:55:408  ACTION: Read C1020: Address 0x0A Data=0xBF
2013/07/02 19:09:55:408  ACTION: Read C1020: Address 0x0B Data=0x38
2013/07/02 19:09:55:424  ACTION: Read C1020: Address 0x1D Data=0x00
2013/07/02 19:09:55:424  ACTION: Read C1020: Address 0x45 Data=0x6C
2013/07/02 19:09:55:424  ACTION: Read C1020: Address 0x46 Data=0x66
2013/07/02 19:09:55:424  ACTION: Read C1020: Address 0x47 Data=0x44
2013/07/02 19:09:55:424  ACTION: Write PRB FPGA: Address=0x3024 Data=0x35
2013/07/02 19:09:55:424  ACTION: Write PRB FPGA: Address=0x3026 Data=0xF0
2013/07/02 19:09:55:424  ACTION: Write PRB FPGA: Address=0x3028 Data=0x21
2013/07/02 19:09:55:424  ACTION: Write PRB FPGA: Address=0x302C Data=0x35
2013/07/02 19:09:55:424  ACTION: Write PRB FPGA: Address=0x302E Data=0xFA
2013/07/02 19:09:55:424  ACTION: Write PRB FPGA: Address=0x3030 Data=0xCB
2013/07/02 19:09:55:424  ACTION: Calibrate CC1020
2013/07/02 19:09:55:517  INFO:   CC1020 calibration passed
2013/07/02 19:09:55:814  ACTION: Read PRB FPGA: Address=0x2012 Data=0x00
2013/07/02 19:09:55:814  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 19:09:55:814  ACTION: Read C1020: Address 0x05 Data=0xF0
2013/07/02 19:09:55:814  ACTION: Read C1020: Address 0x06 Data=0x21
2013/07/02 19:09:55:814  ACTION: Read C1020: Address 0x07 Data=0x38
2013/07/02 19:09:55:814  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 19:09:55:814  ACTION: Read C1020: Address 0x09 Data=0xFA
2013/07/02 19:09:55:830  ACTION: Read C1020: Address 0x0A Data=0xCB
2013/07/02 19:09:55:830  ACTION: Read C1020: Address 0x0B Data=0x38
2013/07/02 19:09:55:830  ACTION: Read C1020: Address 0x1D Data=0x00
2013/07/02 19:09:55:830  ACTION: Read C1020: Address 0x45 Data=0x6B
2013/07/02 19:09:55:830  ACTION: Read C1020: Address 0x46 Data=0x66
2013/07/02 19:09:55:830  ACTION: Read C1020: Address 0x47 Data=0x44
2013/07/02 19:09:55:830  ACTION: Write PRB FPGA: Address=0x1008 Data=0x10
2013/07/02 19:09:56:236  ACTION: Read PRB FPGA: Address=0x1020 Data=0x00
2013/07/02 19:09:56:236  ACTION: Read PRB FPGA: Address=0x1026 Data=0x00
2013/07/02 19:09:56:236  ACTION: Read PRB FPGA: Address=0x1022 Data=0x1F
2013/07/02 19:09:56:236  ACTION: Read PRB FPGA: Address=0x1024 Data=0x1F
2013/07/02 19:09:56:236  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 19:09:56:236  ACTION: Read C1020: Address 0x05 Data=0xD8
2013/07/02 19:09:56:236  ACTION: Read C1020: Address 0x06 Data=0x15
2013/07/02 19:09:56:252  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 19:09:56:268  ACTION: Read C1020: Address 0x09 Data=0xE2
2013/07/02 19:09:56:268  ACTION: Read C1020: Address 0x0A Data=0xBF
2013/07/02 19:09:56:268  ACTION: Write C1020: Address=0x00 Data=0x01
2013/07/02 19:09:56:361  ACTION: Read C1020: Address 0x10 Data=0x22
2013/07/02 19:09:56:439  ACTION: Read C1020: Address 0x42 Data=0x1C
2013/07/02 19:09:56:439  ACTION: Read C1020: Address 0x42 Data=0x1A
2013/07/02 19:09:56:455  ACTION: Read C1020: Address 0x42 Data=0x18
2013/07/02 19:09:56:455  ACTION: Read C1020: Address 0x42 Data=0x1C
2013/07/02 19:09:56:455  ACTION: Read C1020: Address 0x42 Data=0x19
2013/07/02 19:09:56:455  ACTION: Read C1020: Address 0x42 Data=0x1C
2013/07/02 19:09:56:455  ACTION: Read C1020: Address 0x42 Data=0x18
2013/07/02 19:09:56:455  ACTION: Read C1020: Address 0x42 Data=0x18
2013/07/02 19:09:56:455  ACTION: Read C1020: Address 0x42 Data=0x16
2013/07/02 19:09:56:455  ACTION: Read C1020: Address 0x42 Data=0x16
2013/07/02 19:09:56:502  ACTION: Write C1020: Address=0x00 Data=0x1F
2013/07/02 19:09:56:580  ACTION: Read C1020: Address 0x0D Data=0x50
2013/07/02 19:09:56:674  ACTION: Read C1020: Address 0x0E Data=0x59
2013/07/02 19:09:56:752  ACTION: Write C1020: Address=0x00 Data=0xC1
2013/07/02 19:10:00:158  ACTION: Write C1020: Address=0x0E Data=0xD9
2013/07/02 19:10:00:236  ACTION: Read C1020: Address 0x0D Data=0x50
2013/07/02 19:10:00:314  ACTION: Read C1020: Address 0x0E Data=0xD9
2013/07/02 19:10:03:705  ACTION: Write C1020: Address=0x0E Data=0x59
2013/07/02 19:10:03:783  ACTION: Read C1020: Address 0x0D Data=0x50
2013/07/02 19:10:03:861  ACTION: Read C1020: Address 0x0E Data=0x59
2013/07/02 19:10:04:361  ACTION: Write C1020: Address=0x00 Data=0x1F
2013/07/02 19:10:05:455  ACTION: Write PRB FPGA: Address=0x3024 Data=0x35
2013/07/02 19:10:05:455  ACTION: Write PRB FPGA: Address=0x3026 Data=0xF0
2013/07/02 19:10:05:455  ACTION: Write PRB FPGA: Address=0x3028 Data=0x21
2013/07/02 19:10:05:455  ACTION: Write PRB FPGA: Address=0x302C Data=0x35
2013/07/02 19:10:05:455  ACTION: Write PRB FPGA: Address=0x302E Data=0xFA
2013/07/02 19:10:05:455  ACTION: Write PRB FPGA: Address=0x3030 Data=0xCB
2013/07/02 19:10:05:471  ACTION: Write PRB FPGA: Address=0x305E Data=0x35
2013/07/02 19:10:05:471  ACTION: Write PRB FPGA: Address=0x3060 Data=0xF0
2013/07/02 19:10:05:471  ACTION: Write PRB FPGA: Address=0x3062 Data=0x21
2013/07/02 19:10:05:471  ACTION: Write PRB FPGA: Address=0x3066 Data=0x35
2013/07/02 19:10:05:471  ACTION: Write PRB FPGA: Address=0x3068 Data=0xFA
2013/07/02 19:10:05:471  ACTION: Write PRB FPGA: Address=0x306A Data=0xCB
2013/07/02 19:10:05:471  ACTION: Calibrate CC1020
2013/07/02 19:10:05:564  INFO:   CC1020 calibration passed
2013/07/02 19:10:05:861  ACTION: Read PRB FPGA: Address=0x2012 Data=0x00
2013/07/02 19:10:05:861  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 19:10:05:861  ACTION: Read C1020: Address 0x05 Data=0xF0
2013/07/02 19:10:05:877  ACTION: Read C1020: Address 0x06 Data=0x21
2013/07/02 19:10:05:877  ACTION: Read C1020: Address 0x07 Data=0x38
