2013/07/02 11:20:00:204  INFO:   Loaded Symbol File C:\ISV System\Config\FirmwareSymbols\build33136.sym for firmware Build #33136
2013/07/02 11:20:00:266  INFO:   CommunicationSystemLog properties: .\CommunicationSystem.logger.properties
2013/07/02 11:20:00:266  INFO:   CommunicationSystemLog log       : .\logs\prbRssiScriptLog 2013.07.02 11.20.00_CommunicationSystem.Log
2013/07/02 11:20:08:016  INFO:   Setting the event sink for ScriptEngineProcedure
2013/07/02 11:20:08:016  INFO:   Program parameters checks are enabled
2013/07/02 11:20:08:016  INFO:   ********************************************************************************
2013/07/02 11:20:08:016  INFO:   Starting ScriptEngineProcedure, Assembly  version 
2013/07/02 11:20:08:032  INFO:   Config: ICD (NCommunicationSystem ver: nCommunicationSystem, Version=1.8.2.1, Culture=neutral, PublicKeyToken=56b5378c99c0bcfd; FTDI Driver ver: 2.08.28.0; PRB FPGA ver: 18)
2013/07/02 11:20:08:032  INFO:   Setting the radio board transmit power to level 0x7.
2013/07/02 11:20:08:032  INFO:   Radio board power level set to 7.
2013/07/02 11:20:08:032  INFO:   ECG Timeout Interval set to 10 seconds.
2013/07/02 11:20:08:032  STATE:  Changing state to ScriptExecStateMachine.WaitForNextCmdState, ID[1]
2013/07/02 11:20:08:032  INFO:   FwDvtSystem Started the event processing thread
2013/07/02 11:20:08:047  ACTION: Read PRB FPGA: Address=0x3000 Data=0x12
2013/07/02 11:20:08:079  RESULT: FPGA 0x3000 Expected: 18 Actual: 18
2013/07/02 11:20:10:360  ACTION: Write PRB FPGA: Address=0x3024 Data=0x35
2013/07/02 11:20:10:360  ACTION: Write PRB FPGA: Address=0x3026 Data=0xF0
2013/07/02 11:20:10:360  ACTION: Write PRB FPGA: Address=0x3028 Data=0x21
2013/07/02 11:20:10:360  ACTION: Write PRB FPGA: Address=0x302C Data=0x35
2013/07/02 11:20:10:360  ACTION: Write PRB FPGA: Address=0x302E Data=0xFA
2013/07/02 11:20:10:360  ACTION: Write PRB FPGA: Address=0x3030 Data=0xCB
2013/07/02 11:20:10:376  ACTION: Calibrate CC1020
2013/07/02 11:20:10:469  INFO:   CC1020 calibration passed
2013/07/02 11:20:10:485  ACTION: Read C1020: Address 0x04 Data=0x35
2013/07/02 11:20:10:501  ACTION: Read C1020: Address 0x05 Data=0xF0
2013/07/02 11:20:10:516  ACTION: Read C1020: Address 0x06 Data=0x21
2013/07/02 11:20:10:547  ACTION: Read C1020: Address 0x07 Data=0x38
2013/07/02 11:20:10:547  ACTION: Read C1020: Address 0x08 Data=0x35
2013/07/02 11:20:10:547  ACTION: Read C1020: Address 0x09 Data=0xFA
2013/07/02 11:20:10:563  ACTION: Read C1020: Address 0x0A Data=0xCB
2013/07/02 11:20:10:563  ACTION: Read C1020: Address 0x0B Data=0x38
2013/07/02 11:20:10:563  ACTION: Read C1020: Address 0x1D Data=0x00
2013/07/02 11:20:10:563  ACTION: Read C1020: Address 0x45 Data=0x6C
2013/07/02 11:20:10:579  ACTION: Read C1020: Address 0x46 Data=0x66
2013/07/02 11:20:10:579  ACTION: Read C1020: Address 0x47 Data=0x44
2013/07/02 11:20:10:579  ACTION: Read C1020: Address 0x10 Data=0x22
2013/07/02 11:20:11:735  ACTION: Write C1020: Address=0x04 Data=0x35
2013/07/02 11:20:11:735  ACTION: Write C1020: Address=0x05 Data=0xD8
2013/07/02 11:20:11:735  ACTION: Write C1020: Address=0x06 Data=0x15
2013/07/02 11:20:11:735  ACTION: Write C1020: Address=0x08 Data=0x35
2013/07/02 11:20:11:735  ACTION: Write C1020: Address=0x09 Data=0xE2
2013/07/02 11:20:11:735  ACTION: Write C1020: Address=0x0A Data=0xBF
2013/07/02 11:20:18:829  ACTION: Write C1020: Address=0x00 Data=0x01
2013/07/02 11:20:18:907  ACTION: Read C1020: Address 0x42 Data=0x19
2013/07/02 11:20:18:923  ACTION: Read C1020: Address 0x42 Data=0x16
2013/07/02 11:20:18:923  ACTION: Read C1020: Address 0x42 Data=0x1C
2013/07/02 11:20:18:923  ACTION: Read C1020: Address 0x42 Data=0x1B
2013/07/02 11:20:18:923  ACTION: Read C1020: Address 0x42 Data=0x1C
2013/07/02 11:20:18:923  ACTION: Read C1020: Address 0x42 Data=0x19
2013/07/02 11:20:18:923  ACTION: Read C1020: Address 0x42 Data=0x1D
2013/07/02 11:20:18:938  ACTION: Read C1020: Address 0x42 Data=0x1B
2013/07/02 11:20:18:938  ACTION: Read C1020: Address 0x42 Data=0x19
2013/07/02 11:20:18:938  ACTION: Read C1020: Address 0x42 Data=0x1C
2013/07/02 11:20:18:938  ACTION: Write C1020: Address=0x00 Data=0x1F
2013/07/02 11:20:27:126  ACTION: Write C1020: Address=0x00 Data=0x01
2013/07/02 11:20:27:204  ACTION: Read C1020: Address 0x42 Data=0x16
2013/07/02 11:20:27:219  ACTION: Read C1020: Address 0x42 Data=0x19
2013/07/02 11:20:27:219  ACTION: Read C1020: Address 0x42 Data=0x19
