
---------- SICDCALSCRIPT_2.LOG
S-ICD CC1000 Tx Cal Failure Count =  0
S-ICD CC1000 Tx Lock Failure Count =  0
S-ICD CC1000 Rx Cal Failure Count =  0
S-ICD CC1000 Rx Lock Failure Count =  0
S-ICD CC1000 Tx Cal Failure Count =  0
S-ICD CC1000 Tx Lock Failure Count =  0
S-ICD CC1000 Rx Cal Failure Count =  0
S-ICD CC1000 Rx Lock Failure Count =  0
S-ICD CC1000 Tx Cal Failure Count =  0
S-ICD CC1000 Tx Lock Failure Count =  0
S-ICD CC1000 Rx Cal Failure Count =  0
S-ICD CC1000 Rx Lock Failure Count =  0
S-ICD CC1000 Tx Cal Failure Count =  0
S-ICD CC1000 Tx Lock Failure Count =  0
S-ICD CC1000 Rx Cal Failure Count =  0
S-ICD CC1000 Rx Lock Failure Count =  0
S-ICD CC1000 Tx Cal Failure Count =  0
S-ICD CC1000 Tx Lock Failure Count =  0
S-ICD CC1000 Rx Cal Failure Count =  0
S-ICD CC1000 Rx Lock Failure Count =  0
S-ICD CC1000 Tx Cal Failure Count =  0
S-ICD CC1000 Tx Lock Failure Count =  0
S-ICD CC1000 Rx Cal Failure Count =  0
S-ICD CC1000 Rx Lock Failure Count =  0
S-ICD CC1000 Tx Cal Failure Count =  0
S-ICD CC1000 Tx Lock Failure Count =  0
S-ICD CC1000 Rx Cal Failure Count =  0
S-ICD CC1000 Rx Lock Failure Count =  0
S-ICD CC1000 Tx Cal Failure Count =  0
S-ICD CC1000 Tx Lock Failure Count =  0
S-ICD CC1000 Rx Cal Failure Count =  0
S-ICD CC1000 Rx Lock Failure Count =  0
S-ICD CC1000 Tx Cal Failure Count =  0
S-ICD CC1000 Tx Lock Failure Count =  0
S-ICD CC1000 Rx Cal Failure Count =  0
S-ICD CC1000 Rx Lock Failure Count =  0
S-ICD CC1000 Tx Cal Failure Count =  0
S-ICD CC1000 Tx Lock Failure Count =  0
S-ICD CC1000 Rx Cal Failure Count =  0
S-ICD CC1000 Rx Lock Failure Count =  0
S-ICD CC1000 Tx Cal Failure Count =  0
S-ICD CC1000 Tx Lock Failure Count =  0
S-ICD CC1000 Rx Cal Failure Count =  0
S-ICD CC1000 Rx Lock Failure Count =  0
S-ICD CC1000 Tx Cal Failure Count =  0
S-ICD CC1000 Tx Lock Failure Count =  0
S-ICD CC1000 Rx Cal Failure Count =  0
